date,symbol,rank,score,price,ret5,ret10,ret15,vol5
2026-08-19,SHYAMMETL,330,-6.4271,986.9,-1.61,-3.73,-4.66,1.5556
2026-08-19,ADANIPOWER,331,-6.4444,205.58,-1.64,-2.08,-1.28,0.7759
2026-08-19,LINDEINDIA,332,-6.5292,6732.0,-4.48,-3.56,-0.51,1.31
2026-08-19,IRCTC,333,-6.5867,493.05,-4.27,-3.37,1.46,0.9385
2026-08-19,FIRSTCRY,334,-6.6129,204.65,-4.4,-4.69,-3.63,1.925
2026-08-19,BLUEDART,335,-6.624,5125.0,-1.26,-5.56,0.21,0.9987
2026-08-19,TMPV,336,-6.6676,322.8,-7.13,-7.39,-0.49,2.252
2026-08-19,FEDERALBNK,337,-7.0177,354.1,-1.19,-4.74,-0.67,0.9396
2026-08-19,CREDITACC,338,-7.3788,1538.6,0.53,-1.26,-3.3,0.5459
2026-08-19,CHOICEIN,339,-7.4197,803.8,-4.85,-2.93,0.47,0.9848
2026-08-19,NESTLEIND,340,-7.5181,1462.5,-2.06,-3.78,-1.96,1.0379
2026-08-19,HEXT,341,-7.5581,552.75,-2.19,-0.4,-6.81,1.2439
2026-08-19,SBICARD,342,-7.7425,615.0,-5.39,-6.53,-6.09,2.3273
2026-08-19,BPCL,343,-7.7761,310.3,-2.36,-4.23,-3.05,1.239
2026-08-19,TRITURBINE,344,-7.7905,581.9,-3.07,-5.96,-4.5,1.7382
2026-08-19,IOC,345,-7.7995,137.8,-1.57,-2.68,-2.46,0.8614
2026-08-19,APTUS,346,-7.8168,257.0,0.12,-1.38,-8.64,1.2669
2026-08-19,PIIND,347,-7.9977,2472.0,-10.16,-11.49,-9.87,3.9412
2026-08-19,NYKAA,348,-8.0743,320.6,-1.35,-6.39,-2.73,1.2978
2026-08-19,ADANIGREEN,349,-8.2872,1308.0,-4.25,-5.49,-5.07,1.7863
2026-08-19,COALINDIA,350,-8.3618,406.9,-1.38,-2.56,-0.79,0.5664
2026-08-19,SAMMAANCAP,351,-8.4269,150.23,-8.06,-6.27,-7.99,2.6483
2026-08-19,ADANIENSOL,352,-8.4999,1589.1,-2.63,-3.52,-6.7,1.5116
2026-08-19,JSWENERGY,353,-8.5226,548.1,-2.65,-3.5,0.71,0.6386
2026-08-19,TTML,354,-8.6903,37.85,-2.47,-5.09,-2.9,1.204
2026-08-19,UCOBANK,355,-8.7496,26.11,-0.04,-0.76,-2.06,0.327
2026-08-19,AADHARHFC,356,-8.9598,487.65,-2.79,-3.27,-2.86,0.9958
2026-08-19,TATACHEM,357,-9.0832,653.0,-2.36,-2.29,-3.16,0.8591
2026-08-19,KIRLOSENG,358,-9.0915,2101.6,-1.39,-5.55,-7.95,1.6381
2026-08-19,SWANCORP,359,-9.093,304.55,-2.15,-2.87,-1.44,0.7108
2026-08-19,PAGEIND,360,-9.2448,36425.0,-5.24,-8.36,-9.77,2.5289
2026-08-19,ULTRACEMCO,361,-9.2449,11499.0,-2.39,-4.57,-3.82,1.1661
2026-08-19,DEEPAKFERT,362,-9.2588,1472.0,-1.74,-7.95,-10.65,2.1958
2026-08-19,GESHIP,363,-9.271,1302.9,0.8,-9.2,-5.41,1.4897
2026-08-19,HCLTECH,364,-9.2774,1298.0,-4.94,-5.25,-1.56,1.2662
2026-08-19,AEGISVOPAK,365,-9.376,274.8,-2.05,-7.21,-6.04,1.6315
2026-08-19,CAMS,366,-9.4925,762.0,-3.3,-5.86,-4.79,1.4687
2026-08-19,TATACOMM,367,-9.5198,1689.8,-3.22,-4.99,-4.23,1.3073
2026-08-19,INFY,368,-9.6044,1115.0,-6.36,-4.5,0.84,1.0426
2026-08-19,BAYERCROP,369,-9.6919,4099.2,-1.4,-4.74,-3.29,0.9727
2026-08-19,GODREJIND,370,-9.7713,1223.0,-5.36,-8.53,-8.25,2.2652
2026-08-19,HINDPETRO,371,-9.8164,366.0,-6.36,-6.51,-8.51,2.1783
2026-08-19,SAGILITY,372,-9.8726,42.16,-2.0,-4.38,-2.32,0.8806
2026-08-19,NUVOCO,373,-9.8912,331.1,-2.01,-5.56,-5.71,1.343
2026-08-19,WIPRO,374,-9.931,178.06,-3.54,-4.42,-1.69,0.9722
2026-08-19,RECLTD,375,-9.9568,338.5,-1.8,-8.02,-8.13,1.8021
2026-08-19,TECHM,376,-10.0536,1592.0,-3.1,-3.43,-2.64,0.9124
2026-08-19,ASIANPAINT,377,-10.0802,2628.4,-3.92,-5.28,-3.94,1.3033
2026-08-19,TATAINVEST,378,-10.1465,654.55,-4.85,-3.27,0.71,0.73
2026-08-19,HDFCBANK,379,-10.1625,723.0,-0.82,-2.56,-1.69,0.4989
2026-08-19,TCS,380,-10.3275,2280.0,-6.78,-7.32,-4.92,1.841
2026-08-19,IEX,381,-10.3818,125.3,-0.79,-2.11,-1.16,0.3911
2026-08-19,JBMA,382,-10.484,621.35,-2.82,-6.23,-6.56,1.4884
2026-08-19,JAINREC,383,-10.7494,301.9,-0.13,-13.79,-10.8,2.3
2026-08-19,BIKAJI,384,-10.9786,613.65,-1.55,-5.59,-4.3,1.0424
2026-08-19,ATGL,385,-11.0562,647.3,-2.83,-2.95,0.27,0.4979
2026-08-19,J&KBANK,386,-11.1365,147.97,-4.63,-5.22,-16.64,2.3786
2026-08-19,IRFC,387,-11.2088,86.11,-2.05,-3.9,-1.19,0.6366
2026-08-19,UBL,388,-11.2395,1367.9,-1.08,-4.9,-4.26,0.9106
2026-08-19,NHPC,389,-11.3589,76.73,-0.29,-4.68,-1.98,0.6118
2026-08-19,INDIACEM,390,-11.5906,376.15,-4.13,-3.79,-5.57,1.1637
2026-08-19,CROMPTON,391,-11.6535,244.8,-0.24,-6.96,-1.05,0.708
2026-08-19,DOMS,392,-11.7413,2218.1,-1.42,-3.22,-2.01,0.5666
2026-08-19,NLCINDIA,393,-11.806,276.65,-3.29,-8.0,-7.49,1.5903
2026-08-19,MANAPPURAM,394,-11.8599,346.6,-3.72,-2.8,-4.06,0.8922
2026-08-19,SOBHA,395,-12.8319,1308.3,-2.52,-3.69,-2.69,0.6929
2026-08-19,ABLBL,396,-12.8823,88.72,-3.02,-6.19,-5.49,1.1403
2026-08-19,IOB,397,-13.008,33.27,-2.75,-2.97,-1.68,0.5694
2026-08-19,GODIGIT,398,-13.2098,254.85,-5.05,-3.01,0.02,0.6083
2026-08-19,NBCC,399,-13.2172,88.0,-6.18,-7.21,-6.89,1.5346
2026-08-19,INTELLECT,400,-13.3236,695.45,-4.45,-7.13,-3.1,1.102
2026-08-19,LEMONTREE,401,-13.4708,109.02,-0.31,-3.77,-1.17,0.3897
2026-08-19,LICHSGFIN,402,-13.549,498.8,-0.64,-2.58,-8.59,0.8717
2026-08-19,UPL,403,-13.8751,560.05,-1.4,-3.75,-6.6,0.8474
2026-08-19,JSWCEMENT,404,-14.1634,127.31,-3.2,-3.49,-5.15,0.8357
2026-08-19,TORNTPOWER,405,-14.2097,1264.1,-4.98,-5.73,-11.71,1.5785
2026-08-19,ITC,406,-14.3395,270.0,-3.23,-6.57,-5.15,1.0424
2026-08-19,BAJAJHFL,407,-14.4559,84.36,-0.96,-3.16,-1.52,0.39
2026-08-19,HUDCO,408,-14.4758,188.01,-3.96,-7.57,-3.31,1.0256
2026-08-19,CHAMBLFERT,409,-14.7022,434.4,-2.24,-4.44,-0.91,0.5166
2026-08-19,DABUR,410,-14.9052,403.5,-2.22,-1.5,-4.97,0.5829
2026-08-19,HONAUT,411,-15.0556,36400.0,-4.3,-5.63,-3.0,0.8583
2026-08-19,SJVN,412,-15.4494,66.56,-1.97,-4.12,-2.18,0.5352
2026-08-19,ZYDUSWELL,413,-15.4914,496.65,-1.87,-9.73,-9.61,1.3691
2026-08-19,NIVABUPA,414,-15.5698,82.71,-4.26,-4.45,-4.84,0.8703
2026-08-19,TRENT,415,-15.5819,2942.1,-1.93,-5.33,0.39,0.4409
2026-08-19,ZENSARTECH,416,-15.699,484.9,-3.14,-5.26,-7.58,1.0172
2026-08-19,IDBI,417,-15.8638,81.11,-1.61,-4.07,-4.99,0.6727
2026-08-19,JKCEMENT,418,-15.8993,5340.0,-0.88,-4.02,-6.81,0.7362
2026-08-19,IREDA,419,-15.9963,115.27,-2.89,-4.22,-4.33,0.7154
2026-08-19,MAPMYINDIA,420,-16.0775,1012.6,-0.07,-11.15,-10.87,1.3743
2026-08-19,BBTC,421,-16.3013,1463.6,-3.04,-4.79,-2.2,0.6155
2026-08-19,MARUTI,422,-16.3714,13691.0,-2.14,-3.37,-0.8,0.3853
2026-08-19,POWERGRID,423,-16.4025,268.0,0.02,-5.43,-6.06,0.6998
2026-08-19,JPPOWER,424,-17.5079,17.32,-2.42,-8.07,2.36,0.4642
2026-08-19,COLPAL,425,-18.3591,1903.0,-5.23,-5.32,-11.0,1.1737
2026-08-19,HBLENGINE,426,-18.4886,674.6,-2.87,-8.74,-5.49,0.9247
2026-08-19,IRCON,427,-19.0472,123.62,-3.53,-6.3,-0.72,0.5538
2026-08-19,BSE,428,-19.116,3308.0,-8.24,-8.57,-4.33,1.1058
2026-08-19,VMM,429,-19.4522,103.71,-5.93,-6.82,-5.36,0.9309
2026-08-19,IRB,430,-19.7719,19.03,-2.71,-5.46,-2.16,0.5226
2026-08-19,GMRAIRPORT,431,-20.1909,101.39,-3.54,-4.85,-6.09,0.717
2026-08-19,BLUESTARCO,432,-20.9381,1493.0,-0.33,-11.39,-9.25,1.0017
2026-08-19,JKTYRE,433,-21.4495,383.15,-1.97,-6.64,-4.4,0.6067
2026-08-19,KEC,434,-21.6814,428.6,-4.91,-9.6,-8.03,1.0395
2026-08-19,FACT,435,-21.7293,793.25,-4.97,-5.93,-3.21,0.6491
2026-08-19,LATENTVIEW,436,-22.5733,281.6,-4.46,-5.52,-9.76,0.8744
2026-08-19,GILLETTE,437,-23.6979,7569.5,-1.07,-1.94,-4.67,0.3241
2026-08-19,GODFRYPHLP,438,-24.9581,2102.3,-5.51,-10.04,3.5,0.483
2026-08-19,SHREECEM,439,-25.2491,24535.0,-6.0,-9.13,-8.66,0.9419
2026-08-19,ABFRL,440,-25.401,54.97,-6.24,-9.89,-3.05,0.755
2026-08-19,EIHOTEL,441,-25.908,296.0,-2.36,-10.33,-10.48,0.8942
2026-08-19,RAILTEL,442,-26.7741,279.95,-3.75,-4.21,-2.98,0.4085
2026-08-19,FSL,443,-28.9695,263.85,-5.63,-20.21,0.3,0.8819
2026-08-19,ICICIGI,444,-30.4194,1626.3,-1.36,-2.91,-3.25,0.2474
2026-08-19,PFC,445,-32.9663,374.45,-1.72,-10.85,-10.82,0.7095
2026-08-19,WHIRLPOOL,446,-35.0667,769.0,-3.28,-6.28,-1.46,0.3141
2026-08-19,ACC,447,-40.9766,1303.8,-2.69,-5.84,-2.83,0.2773
2026-08-19,DELHIVERY,448,-41.323,451.8,-4.57,-6.27,-4.32,0.3668
2026-08-19,SBILIFE,449,-48.5894,1778.0,-3.24,-6.37,-5.88,0.3189
2026-08-19,INDHOTEL,450,-49.5779,719.0,-0.69,-4.13,-2.14,0.1404
2026-08-19,AMBUJACEM,451,-79.3985,412.4,-2.74,-5.42,-3.19,0.143
2026-08-19,RPOWER,452,-81.6994,22.45,-4.95,-6.73,-4.31,0.1957
